country_iso3,specification,residual,position,predictive_r_squared,rmse_years,stable_all_specs
BOL,without_tobacco,1.0600383114606018,within,0.7078152641606937,4.078243273881282,True
BRA,without_tobacco,-0.013075055012208736,within,0.7078152641606937,4.078243273881282,True
BRN,without_tobacco,-3.641822756861984,within,0.7078152641606937,4.078243273881282,True
BTN,without_tobacco,2.4535527884034423,within,0.7078152641606937,4.078243273881282,True
BWA,without_tobacco,-11.4744611332316,below,0.7078152641606937,4.078243273881282,True
CAN,without_tobacco,0.5981106176353848,within,0.7078152641606937,4.078243273881282,True
CHE,without_tobacco,-0.606375654270721,within,0.7078152641606937,4.078243273881282,True
CHL,without_tobacco,3.430673267708329,within,0.7078152641606937,4.078243273881282,True
CHN,without_tobacco,3.9112359739975773,within,0.7078152641606937,4.078243273881282,True
CIV,without_tobacco,-5.102835501256585,below,0.7078152641606937,4.078243273881282,False
CMR,without_tobacco,-6.784763759117112,below,0.7078152641606937,4.078243273881282,False
COD,without_tobacco,1.2423984117964864,within,0.7078152641606937,4.078243273881282,True
COG,without_tobacco,-5.6617679291041085,below,0.7078152641606937,4.078243273881282,True
COL,without_tobacco,3.5021324432992316,within,0.7078152641606937,4.078243273881282,False
COM,without_tobacco,3.0478517354803643,within,0.7078152641606937,4.078243273881282,True
CPV,without_tobacco,6.134235753653485,above,0.7078152641606937,4.078243273881282,False
CRI,without_tobacco,5.426985387348495,above,0.7078152641606937,4.078243273881282,True
CYP,without_tobacco,3.7606847797723333,within,0.7078152641606937,4.078243273881282,True
CZE,without_tobacco,-0.31659272867133836,within,0.7078152641606937,4.078243273881282,True
DEU,without_tobacco,-1.168721307078016,within,0.7078152641606937,4.078243273881282,True
DNK,without_tobacco,-1.0957410459254646,within,0.7078152641606937,4.078243273881282,True
DZA,without_tobacco,2.828354425261452,within,0.7078152641606937,4.078243273881282,False
ECU,without_tobacco,4.3313014689854015,within,0.7078152641606937,4.078243273881282,False
EGY,without_tobacco,-1.8397261423232294,within,0.7078152641606937,4.078243273881282,True
ESP,without_tobacco,2.934567138142995,within,0.7078152641606937,4.078243273881282,True
EST,without_tobacco,-0.17640610632356868,within,0.7078152641606937,4.078243273881282,True
ETH,without_tobacco,6.210933799822385,above,0.7078152641606937,4.078243273881282,False
FIN,without_tobacco,0.601565440008585,within,0.7078152641606937,4.078243273881282,True
FJI,without_tobacco,-2.867545077944513,within,0.7078152641606937,4.078243273881282,True
FRA,without_tobacco,1.1164448096532453,within,0.7078152641606937,4.078243273881282,True
