term,estimate,std_error_hc3,statistic,p_value,ci95_low,ci95_high
intercept,72.29136385566038,0.3188900655480635,226.69682020798024,0.0,71.66635081215856,72.9163768991622
obesity_prevalence,-0.13764634902940664,0.34378421085770355,-0.4003858952276902,0.6888723113423867,-0.8114510207640294,0.5361583227052161
gdp_per_capita_ppp,3.965683722668725,1.4192986674046115,2.794115018737063,0.005204196498825796,1.1839094512499937,6.747457994087457
health_spending_ppp,2.4334648292864114,1.3044228073099846,1.8655491269006306,0.06210447284501803,-0.12315689365378901,4.990086552226612
tobacco_prevalence,0.7835129921231512,0.30880257727405913,2.537261829352517,0.011172336028383427,0.17827106233284828,1.388754921913454
