country_name,country_iso3,year,total_ddd_per_1000_day,access_ddd,watch_ddd,reserve_ddd,unclassified_ddd,access_share_pct,coverage_caveat,interpretive_quadrant
Laos,LAO,2021,20.412954,15.899123,4.513831,0.0,0.0,77.88741893995352,escopo de classes antimicrobianas parcial,
Laos,LAO,2022,30.033865,18.894758,11.133538,0.0,0.005567158,62.91151391547537,escopo de classes antimicrobianas parcial,
Laos,LAO,2023,18.43857,15.326415,3.112154,0.0,0.0,83.12149928771588,escopo de classes antimicrobianas parcial,Volume < mediana · Access ≥ 70%
Lithuania,LTU,2016,17.570795,11.886365,4.7829,0.03937066,0.025687888,71.02985050997533,,
Lithuania,LTU,2017,17.78781,11.867807,4.918029,0.04281014,0.033352397,70.38197147247209,,
Lithuania,LTU,2018,17.140888,11.303551,4.9841413,0.06013855,0.031247297,69.01213180956928,,
Lithuania,LTU,2019,16.699167,10.954692,5.068173,0.07117111,0.03045198,67.93823120991867,,
Lithuania,LTU,2020,14.633604,9.560706,4.4686484,0.09988558,0.02620308,67.5408460157375,,
Lithuania,LTU,2021,14.014603,9.519857,4.1578193,0.021934804,0.009168731,69.44350346698816,,
Lithuania,LTU,2022,19.091984,13.224434,5.345424,0.023462676,0.010183115,71.08571669385051,,
Lithuania,LTU,2023,19.376549,12.669623,6.200466,0.033253673,0.013228754,66.97631782214188,,Volume ≥ mediana · Access < 70%
Latvia,LVA,2016,14.094239,9.523603,4.069043,0.013255391,0.03399275,69.82167824435757,,
Latvia,LVA,2017,14.5697155,9.84831,4.312685,0.015760593,0.03229196,69.31013471005448,,
Latvia,LVA,2018,14.35716,9.589695,4.400124,0.016443944,0.024575021,68.34727208682436,,
Latvia,LVA,2019,14.380351,9.756903,4.3217187,0.015690897,0.027513718,69.09094321345928,,
Latvia,LVA,2020,12.367139,8.488882,3.5874057,0.012634531,0.03228751,70.03329025226212,,
Latvia,LVA,2021,12.011205,8.493162,3.3325412,0.01799682,0.015543199,71.61639105598987,,
Latvia,LVA,2022,15.266706,10.716417,4.26887,0.016361114,0.017969606,71.34946574392575,,
Latvia,LVA,2023,15.249408,10.833309,4.1592903,0.03339642,0.022145713,71.99100997444752,,Volume < mediana · Access ≥ 70%
Maldives,MDV,2017,29.926865,6.985958,22.62054,0.000173972,0.32019296,23.343434121394058,,
Maldives,MDV,2018,25.226318,9.010207,15.954631,0.0,0.26147944,35.71748837867633,,
Maldives,MDV,2019,16.282187,7.1848135,8.953427,0.000526758,0.14341927,44.12683448653832,,
Maldives,MDV,2020,16.848896,6.609067,10.118973,0.004154021,0.11670314,39.22551688010745,,
Maldives,MDV,2021,19.451239,7.05894,12.244236,0.001975497,0.14608786,36.29043821035325,,
Maldives,MDV,2022,20.97071,5.8868966,14.962038,0.00170576,0.12007158,28.07199210424136,,
Maldives,MDV,2023,29.78978,11.487341,18.150229,0.004919294,0.14728944,38.56135053090925,,Volume ≥ mediana · Access < 70%
Mali,MLI,2017,6.705357,3.7891104,2.905269,0.0,0.01097802,56.50870136613836,escopo de classes antimicrobianas parcial,
Mali,MLI,2018,11.008802,7.558681,3.4373527,0.000130566,0.012637451,68.66034282666517,escopo de classes antimicrobianas parcial,
Mali,MLI,2019,11.354568,6.3053746,5.0366945,0.000333018,0.012164868,55.53161655371295,escopo de classes antimicrobianas parcial,
Mali,MLI,2020,14.1921,10.171728,3.9363515,0.0,0.08402086,71.67175923211974,escopo de classes antimicrobianas parcial,
Mali,MLI,2021,20.2869,16.695911,3.4981976,0.0,0.09279026,82.29898081130375,escopo de classes antimicrobianas parcial,
Mali,MLI,2022,8.41913,3.831295,4.3840694,0.0,0.20376664,45.50701232463536,escopo de classes antimicrobianas parcial,Volume < mediana · Access < 70%
Malta,MLT,2016,21.01187,9.738009,10.70416,0.023860188,0.49540484,46.4567881519561,,
Malta,MLT,2017,22.663687,11.1689825,10.744107,0.028352754,0.618043,49.509030787923855,,
Malta,MLT,2018,21.553877,9.934884,10.780565,0.085629,0.6004833,46.42130478583354,,
Malta,MLT,2019,22.106838,11.013345,10.503273,0.027036915,0.48161498,50.00322380839547,,
Malta,MLT,2020,17.942623,9.765512,7.5787916,0.017636059,0.44960085,54.82688033112903,,
Malta,MLT,2021,16.914368,9.783469,6.500794,0.07330266,0.4849215,58.08803003415798,,
Malta,MLT,2022,25.484713,13.994032,10.865442,0.067152396,0.46492347,55.11294928372374,,
Malta,MLT,2023,24.975723,13.936519,10.581994,0.071780205,0.25623405,56.09040996743511,,Volume ≥ mediana · Access < 70%
Montenegro,MNE,2016,29.170504,17.489578,11.260758,0.0042787357,0.1719424,60.46201045618064,,
Montenegro,MNE,2017,27.45164,16.637321,10.432899,0.002976089,0.13635859,61.14514256582259,,
Montenegro,MNE,2018,27.294909,16.317703,10.708689,0.003922289,0.0761928,60.19847170431573,,
Montenegro,MNE,2019,27.596605,16.968195,10.156412,0.005345678,0.10869011,62.29456853656213,,
Montenegro,MNE,2020,28.264921,13.800558,14.236791,0.005910229,0.08656703,49.060231915170746,,
Montenegro,MNE,2021,32.411163,14.783838,17.319572,0.007693737,0.07887061,45.92683995530368,,
Montenegro,MNE,2022,32.869465,16.576975,15.934393,0.009214728,0.11188449,50.79902444782407,,
Montenegro,MNE,2023,31.84672,17.087551,14.444185,0.012146614,0.13250723,53.94412394895009,,Volume ≥ mediana · Access < 70%
Malaysia,MYS,2022,11.423413,8.320285,3.0914295,0.007464586,0.004234574,72.83536469605532,escopo de classes antimicrobianas parcial,
Malaysia,MYS,2023,24.490599,11.408103,13.031174,0.0082983775,0.043023285,46.58156036613382,escopo de classes antimicrobianas parcial,Volume ≥ mediana · Access < 70%
Norway,NOR,2016,12.961042,10.131691,2.660882,0.017076299,0.001441785,79.08530923375956,,
Norway,NOR,2017,12.401856,9.747036,2.4898767,0.01779873,0.001276221,79.5287681217981,,
Norway,NOR,2018,11.88943,9.401931,2.335734,0.017965272,0.0013964961,79.96861098853655,,
Norway,NOR,2019,12.188524,9.71601,2.3236566,0.01865234,0.001331572,80.56626508647203,,
Norway,NOR,2020,10.670051,8.356348,2.161649,0.019510053,0.001664707,79.2884696282813,,
Norway,NOR,2021,10.658108,8.387214,2.1337347,0.021094793,0.001700651,79.54682781991453,,
Norway,NOR,2022,11.8948765,9.611745,2.1351202,0.022914879,0.001892306,81.65148235222485,,
Norway,NOR,2023,12.059391,9.67786,2.223972,0.02494787,0.001616252,81.1329528380664,,Volume < mediana · Access ≥ 70%
Nepal,NPL,2016,40.54019,13.04159,27.41621,0.006275098,0.046018444,32.19343343771536,nem todos os antibacterianos são reportados sistematicamente,
Nepal,NPL,2017,50.53494,16.13751,34.325665,0.00089732,0.050858278,31.94602033292493,nem todos os antibacterianos são reportados sistematicamente,
Nepal,NPL,2018,48.188637,12.405893,35.693874,0.003167476,0.05094421,25.763019176286672,nem todos os antibacterianos são reportados sistematicamente,
Nepal,NPL,2019,56.330605,15.725246,30.914736,0.04062702,9.589911,27.945798251750364,nem todos os antibacterianos são reportados sistematicamente,
Nepal,NPL,2020,49.546783,17.210226,23.628834,0.014853968,8.646575,34.76778989218812,nem todos os antibacterianos são reportados sistematicamente,
Nepal,NPL,2021,78.11656,23.123997,42.824352,0.05888666,12.035249,29.6300112698129,nem todos os antibacterianos são reportados sistematicamente,
Nepal,NPL,2022,32.3162,5.8832903,20.926659,0.11299959,5.3566184,18.22605069995038,nem todos os antibacterianos são reportados sistematicamente,
Nepal,NPL,2023,34.34172,8.730701,21.005857,0.0565412,3.4829164,26.237218737209627,nem todos os antibacterianos são reportados sistematicamente,Volume ≥ mediana · Access < 70%
Oman,OMN,2021,4.575907,3.3846965,1.0685165,0.027759664,1.97e-05,75.53452952056848,somente setor público reportado,
Oman,OMN,2022,6.400556,5.180761,1.156049,0.007099037,2.54e-05,81.66479416596782,somente setor público reportado,
Oman,OMN,2023,8.681876,5.427619,3.1122875,0.015776103,0.001173369,63.43006143565366,somente setor público reportado,Volume < mediana · Access < 70%
Peru,PER,2019,12.374885,8.256474,4.105234,0.013104714,7.27e-05,66.71959960662953,,
Peru,PER,2020,7.9186525,4.6139946,3.29338,0.011172117,0.000105675,58.26742192473802,,
Peru,PER,2021,8.629612,5.2683463,3.345817,0.015324627,0.000124078,61.049631164732766,,
Peru,PER,2022,10.115588,6.4044404,3.6905546,0.020100322,0.000492491,63.31258764586438,,Volume < mediana · Access < 70%
Papua New Guinea,PNG,2022,13.830913,11.470641,2.360271,0.0,0.0,82.93481297545671,somente setor público reportado,
Papua New Guinea,PNG,2023,13.117169,10.383667,2.7335024,0.0,0.0,79.16088207262155,somente setor público reportado,Volume < mediana · Access ≥ 70%
Poland,POL,2016,22.166563,13.546383,8.416261,0.0148234395,0.02709856,61.56169133400682,,
Poland,POL,2017,25.758562,15.266044,10.283006,0.0148850465,0.04289722,59.61707344790054,,
Poland,POL,2018,24.888811,13.75366,10.869652,0.02412316,0.055646434,55.675887834741054,,
Poland,POL,2019,24.181519,14.542709,9.431805,0.017318575,0.06120513,60.461007787706365,,
Poland,POL,2020,19.02179,11.9085045,6.9182577,0.019774677,0.060615014,62.98412668736517,,
Poland,POL,2021,20.9002,12.649865,8.000088,0.02483448,0.058495,61.01236025796914,,
Poland,POL,2022,23.85924,13.498859,9.2948475,0.025365358,0.9541875,56.781692391108606,,
Poland,POL,2023,24.065334,14.504715,9.322536,0.028956475,0.11114604,60.51863419514467,,Volume ≥ mediana · Access < 70%
Portugal,PRT,2016,18.996199,11.37752,6.98994,0.04254744,0.45699513,60.30380267234998,dados de antituberculosos incompletos,
Portugal,PRT,2017,18.374401,11.517384,6.240095,0.04404386,0.44975227,63.10454430150273,dados de antituberculosos incompletos,
Portugal,PRT,2018,19.184412,12.082344,6.4531937,0.047100104,0.46413112,63.435137204691806,dados de antituberculosos incompletos,
Portugal,PRT,2019,19.369865,11.891205,6.783871,0.054071836,0.48809442,61.87779100452008,dados de antituberculosos incompletos,
Portugal,PRT,2020,15.018597,9.292494,5.0785093,0.053564847,0.47136182,62.38277180804632,dados de antituberculosos incompletos,
Portugal,PRT,2021,15.206086,9.414147,5.1051655,0.056717157,0.51488966,62.38285953457397,dados de antituberculosos incompletos,
Portugal,PRT,2022,18.979685,11.621188,6.6664457,0.06326526,0.5092748,61.61760834169535,dados de antituberculosos incompletos,
Portugal,PRT,2023,19.87725,12.463973,6.7281957,0.06701176,0.48998106,63.11140342529337,dados de antituberculosos incompletos,Volume ≥ mediana · Access < 70%
Palestine,PSE,2022,37.87051,11.566406,26.121342,0.0,0.18276046,30.54198760551841,escopo de classes antimicrobianas parcial,
Palestine,PSE,2023,29.11556,13.793627,15.209061,0.0,0.112872094,47.37544788926292,escopo de classes antimicrobianas parcial,Volume ≥ mediana · Access < 70%
Qatar,QAT,2021,3.2891738,2.2985897,0.9551323,0.015605431,0.00088553096,70.28868537730771,fontes nacionais incompletas,
Qatar,QAT,2022,7.2045927,4.2233334,2.334801,0.030885221,0.012021076,63.97981157606548,fontes nacionais incompletas,
Qatar,QAT,2023,11.902598,6.7574906,3.3342166,0.58952314,0.7632421,59.04588993007353,fontes nacionais incompletas,Volume < mediana · Access < 70%
Romania,ROU,2016,26.286478,14.264324,10.871816,0.020825628,0.04749295,56.594447192175664,,
Romania,ROU,2017,26.286413,13.885262,11.393029,0.02161548,0.06992929,54.731383071937,,
Romania,ROU,2018,26.721983,13.790404,11.886099,0.027025728,0.083227545,53.47863009214241,,
Romania,ROU,2019,27.725185,14.240783,12.410516,0.033069838,0.121206366,53.12619815699741,,
Romania,ROU,2020,26.848366,13.10779,12.907387,0.040855106,0.08885342,50.135197520619656,,
Romania,ROU,2021,27.321436,13.137928,13.423589,0.05552535,0.11031997,49.15534815109282,,
Romania,ROU,2022,29.410583,14.483673,14.019801,0.057372022,0.10577005,50.52452986994468,,
Romania,ROU,2023,29.610432,14.7901535,13.819945,0.061521254,0.05097976,51.493088196251065,,Volume ≥ mediana · Access < 70%
Russia,RUS,2016,17.317398,8.060394,7.193993,0.006660425,0.2938161,51.819123883955776,,
Russia,RUS,2017,18.376299,8.503319,7.343604,0.010179336,0.4045491,52.29062394718026,,
Russia,RUS,2018,17.06708,7.6679215,7.1467094,0.016928857,0.37715635,50.4179409100203,,
Russia,RUS,2019,17.280487,7.9189277,7.3382297,0.019492537,0.45871097,50.3256820533249,,
Russia,RUS,2020,21.284985,8.207624,11.23324,0.037886348,0.45066532,41.18346536962802,,
Russia,RUS,2021,18.207815,7.187242,9.041573,0.048221745,0.4203027,43.04423482360366,,
Russia,RUS,2022,16.690329,7.002181,7.950915,0.059766125,0.4290948,45.34516599164779,,
Russia,RUS,2023,17.453678,7.3521523,8.154845,0.17341383,0.49426395,45.45471401209748,,Volume < mediana · Access < 70%
Rwanda,RWA,2022,8.681356,7.338051,1.324604,1.99e-06,0.0,84.70901027791936,somente setor público reportado,Volume < mediana · Access ≥ 70%
Saudi Arabia,SAU,2022,10.54433,6.2954235,4.0663085,0.04689784,0.00578904,60.44910976348208,somente setor público reportado,
Saudi Arabia,SAU,2023,9.284593,5.7238436,3.3919163,0.05375941,0.005151643,62.38745377705756,somente setor público reportado,Volume < mediana · Access < 70%
Sudan,SDN,2021,15.162234,5.4043508,9.757884,0.0,0.0,35.643497619493395,,Volume < mediana · Access < 70%
Senegal,SEN,2021,12.907568,9.644458,3.1673672,0.0,0.095742896,74.71940437012898,,
Senegal,SEN,2022,13.942334,10.779034,3.0443,0.0,0.119000666,77.31154256600887,,
Senegal,SEN,2023,12.836576,9.602545,3.1089108,0.0,0.1251202,74.80612431227766,,Volume < mediana · Access ≥ 70%
Singapore,SGP,2023,9.535659,6.041889,3.386074,0.033291183,0.034860093,63.62485564511334,,Volume < mediana · Access < 70%
Slovenia,SVN,2016,13.169802,9.634172,3.4432216,0.018133657,0.004337281,73.54405820039786,,
Slovenia,SVN,2017,13.29161,9.674772,3.540549,0.021045653,0.005329715,73.06293492259903,,
Slovenia,SVN,2018,13.332591,9.689403,3.5615332,0.020769108,0.007841453,72.96486223804187,,
Slovenia,SVN,2019,13.200936,9.638487,3.473415,0.022087224,0.014735727,73.30358674258346,,
Slovenia,SVN,2020,10.430347,7.292098,2.9678476,0.034440972,0.03952492,70.56474216607313,,
Slovenia,SVN,2021,10.4180565,7.212199,3.014024,0.039189376,0.05067163,69.91217787491134,,
Slovenia,SVN,2022,12.699155,9.125766,3.3581917,0.03564038,0.06946626,72.489628724862,,
Slovenia,SVN,2023,13.757066,10.018336,3.4814837,0.034239713,0.08132817,73.58098283231222,,Volume < mediana · Access ≥ 70%
Sweden,SWE,2016,12.606066,9.485116,2.662444,0.01881454,0.000132275,77.96088182275844,,
Sweden,SWE,2017,12.098713,9.213383,2.5693839,0.018231492,0.00011104,78.07217662957098,,
Sweden,SWE,2018,11.760201,9.009352,2.4812925,0.018741228,0.000190636,78.2770079025647,,
Sweden,SWE,2019,11.362884,8.598267,2.5099826,0.021882365,0.000304599,77.25004271449707,,
Sweden,SWE,2020,9.938737,7.239714,2.4722416,0.023943642,0.0001609,74.3597912750034,,
Sweden,SWE,2021,9.67051,6.9949837,2.4602532,0.027060218,0.00020485799,73.76727911801679,,Volume < mediana · Access ≥ 70%
Tajikistan,TJK,2016,21.690807,12.970551,7.5163107,0.00801949,0.5247042,61.70697832208765,,
Tajikistan,TJK,2017,16.988468,7.565818,8.238093,0.001979854,0.5748568,46.18725689332325,,
Tajikistan,TJK,2018,20.014984,8.2919445,10.760237,0.025923172,0.32105505,42.74383333519521,,
Tajikistan,TJK,2019,23.487333,12.691599,10.23312,0.02222854,0.24018502,54.735526124925904,,
Tajikistan,TJK,2020,30.764942,12.275934,17.539337,0.035968494,0.45915413,40.50074094148293,,
Tajikistan,TJK,2021,20.157782,9.792354,9.505768,0.23196982,0.48693576,48.920120436782646,,
Tajikistan,TJK,2022,17.24081,8.050506,7.285012,0.016695257,1.3756597,48.126298069660784,,
Tajikistan,TJK,2023,18.814314,10.039482,8.268837,0.008007723,0.35065335,53.78203630549299,,Volume ≥ mediana · Access < 70%
East Timor,TLS,2016,6.7746153,5.7753468,0.9992686,0.0,0.0,85.24981063869691,somente setor público reportado,
East Timor,TLS,2017,8.0168495,7.0210114,0.9958382,0.0,0.0,87.57818532606623,somente setor público reportado,
East Timor,TLS,2018,6.5744495,5.604706,0.9697438,0.0,0.0,85.2498105620945,somente setor público reportado,
East Timor,TLS,2019,7.783921,6.8170166,0.9669042,0.0,0.0,87.57818553343965,somente setor público reportado,Volume < mediana · Access ≥ 70%
Tunisia,TUN,2016,31.17113,23.7888,7.36321,0.010770846,0.008346808,76.31677706387799,escopo de classes antimicrobianas parcial,
Tunisia,TUN,2017,33.71871,25.30558,8.405307,0.002828694,0.004997099,75.04906891123505,escopo de classes antimicrobianas parcial,
Tunisia,TUN,2018,36.595154,27.092678,8.638214,0.0038479548,0.8604131,74.03351465542345,escopo de classes antimicrobianas parcial,
Tunisia,TUN,2019,29.360117,21.94498,6.579109,0.00473397,0.83129454,74.74418313389101,escopo de classes antimicrobianas parcial,
Tunisia,TUN,2020,28.775444,20.526608,7.203237,0.003616817,1.0419829,71.33376461032854,escopo de classes antimicrobianas parcial,
Tunisia,TUN,2021,22.920853,14.615929,7.40404,0.004857042,0.896027,63.76695044123305,escopo de classes antimicrobianas parcial,
Tunisia,TUN,2022,27.98314,18.64732,8.736894,0.003441281,0.5954871,66.63769117174331,escopo de classes antimicrobianas parcial,
Tunisia,TUN,2023,33.54817,24.333237,7.047819,0.008068808,2.1590455,72.53223283595118,escopo de classes antimicrobianas parcial,Volume ≥ mediana · Access ≥ 70%
Tanzania,TZA,2017,119.09601,109.31232,6.3418846,0.0,3.2743077,91.91430876075964,,
Tanzania,TZA,2018,47.245945,31.14042,13.48729,0.0,2.6177654,65.91196243947626,,
Tanzania,TZA,2019,46.409637,25.622658,17.713764,1.23e-06,2.7355077,55.614465212951735,,
Tanzania,TZA,2020,29.00335,15.723673,6.4117327,0.0,4.407062,59.23968026529801,,
Tanzania,TZA,2021,36.185547,16.954794,10.988245,0.0,7.686917,47.58578427657895,,
Tanzania,TZA,2022,34.519592,15.369908,13.557109,0.0,4.814052,45.55252235784232,,
Tanzania,TZA,2023,29.252254,20.012865,7.326545,0.008116056,1.3554388,69.72403408638309,,Volume ≥ mediana · Access < 70%
Uganda,UGA,2021,21.272966,12.718287,6.7735424,0.005110386,0.13832547,64.77267729354274,,
Uganda,UGA,2022,23.38928,12.024688,7.8216467,0.010929764,1.7936769,55.53886917819653,,
Uganda,UGA,2023,27.420889,14.909237,9.693218,0.013484294,1.7462882,56.55530058449468,,Volume ≥ mediana · Access < 70%
Ukraine,UKR,2016,10.716259,4.697842,3.7380593,0.012588151,0.27046543,53.88079264221622,,
Ukraine,UKR,2017,11.339033,4.731856,6.1115966,0.012030603,0.48691708,41.71829491057647,,
Ukraine,UKR,2018,13.329253,4.9810743,6.7755547,0.032510772,0.42423597,40.78376368026425,,
Ukraine,UKR,2019,20.635069,6.7912483,12.590677,0.091337785,0.18066663,34.55414972211322,,
Ukraine,UKR,2020,18.115961,3.2277107,13.465722,0.19697465,0.3934125,18.674753196990768,,
Ukraine,UKR,2021,13.205445,4.652001,7.8898797,0.24858855,0.41497666,35.227897881715684,,
Ukraine,UKR,2022,10.670539,4.236593,5.832055,0.1840814,0.41780972,39.70364526436412,,
Ukraine,UKR,2023,10.645125,4.5894833,5.39758,0.037042953,0.42670858,43.91507622456409,,Volume < mediana · Access < 70%
South Africa,ZAF,2019,20.089249,9.072138,1.4977542,0.010989577,2.12e-06,85.74083307512925,somente setor público reportado,
South Africa,ZAF,2020,22.585402,9.650268,1.9124665,0.020147076,5.39e-06,83.31487675159964,somente setor público reportado,
South Africa,ZAF,2021,25.790842,11.472426,2.8614419,0.022809014,6.02e-06,79.91000464898892,somente setor público reportado,
South Africa,ZAF,2022,29.496218,15.045391,3.5276575,0.02521063,1.44e-05,80.89670783543961,somente setor público reportado,
South Africa,ZAF,2023,29.523716,15.1302805,3.707439,0.030695809,2.58e-05,80.18829119265743,somente setor público reportado,Volume ≥ mediana · Access ≥ 70%
Zambia,ZMB,2023,24.699373,18.927828,4.9355536,0.0072260974,0.19705483,78.64423052488576,,Volume ≥ mediana · Access ≥ 70%
